"path","crate","area","total_lines","test_lines","body_lines","module_count","decl_count","nonmod_count","inline_attr","loose_cfg","modules","declarations","nonmod_lines"
"crates/areka-emo-compose/src/error.rs","areka-emo-compose","src","32","0","32","0","0","0","0","0","","",""
"crates/areka-emo-compose/src/fold.rs","areka-emo-compose","src","1132","868","264","1","0","0","0","0","tests:265-1132(868)","",""
"crates/areka-emo-compose/src/golden_tests.rs","areka-emo-compose","src","1356","0","1356","0","0","0","0","0","","",""
"crates/areka-emo-compose/src/hit.rs","areka-emo-compose","src","636","484","152","1","0","0","0","0","tests:153-636(484)","",""
"crates/areka-emo-compose/src/lib.rs","areka-emo-compose","src","194","17","177","1","4","0","0","0","contract_tests:178-194(17)","log_capture@166|golden_tests@169|composer_tests@172|log_firing_tests@175",""
"crates/areka-emo-compose/src/log_capture.rs","areka-emo-compose","src","104","37","67","1","0","0","0","0","tests:68-104(37)","",""
"crates/areka-emo-compose/src/log_firing_tests.rs","areka-emo-compose","src","664","0","664","0","0","0","0","0","","",""
"crates/areka-emo-compose/src/method.rs","areka-emo-compose","src","386","177","209","1","0","0","0","0","tests:210-386(177)","",""
"crates/areka-emo-compose/src/normalized.rs","areka-emo-compose","src","147","45","102","1","0","0","0","0","tests:103-147(45)","",""
"crates/areka-emo-compose/src/pattern.rs","areka-emo-compose","src","166","94","72","1","0","0","0","0","tests:73-166(94)","",""
"crates/areka-emo-compose/src/plan.rs","areka-emo-compose","src","2203","1536","667","1","0","0","0","0","tests:668-2203(1536)","",""
"crates/areka-emo-compose/src/scale.rs","areka-emo-compose","src","1778","1311","467","1","0","0","0","0","tests:468-1778(1311)","",""
"crates/areka-emo-compose/src/world.rs","areka-emo-compose","src","251","87","164","1","0","0","0","0","tests:165-251(87)","",""
"crates/areka-emo-present/src/balloon.rs","areka-emo-present","src","2264","1632","632","1","0","0","0","0","tests:633-2264(1632)","",""
"crates/areka-emo-present/src/cache.rs","areka-emo-present","src","1100","907","193","1","0","0","0","0","tests:194-1100(907)","",""
"crates/areka-emo-present/src/chain.rs","areka-emo-present","src","443","159","284","1","0","0","0","0","tests:285-443(159)","",""
"crates/areka-emo-present/src/command.rs","areka-emo-present","src","193","92","101","1","0","0","0","0","tests:102-193(92)","",""
"crates/areka-emo-present/src/lib.rs","areka-emo-present","src","62","0","62","0","0","0","0","0","","",""
"crates/areka-emo-present/src/mount.rs","areka-emo-present","src","434","198","236","1","0","0","0","0","tests:237-434(198)","",""
"crates/areka-emo-present/src/presenter.rs","areka-emo-present","src","5417","4375","1042","1","0","0","0","0","tests:1043-5417(4375)","",""
"crates/areka-emo-present/src/scale.rs","areka-emo-present","src","876","649","227","1","0","0","0","0","tests:228-876(649)","",""
"crates/areka-emo-present/tests/swapchain_spike.rs","areka-emo-present","tests","273","0","273","0","0","0","0","0","","",""
"crates/areka-emo-text/examples/emo-text-layer.rs","areka-emo-text","examples","1434","0","1434","0","0","0","0","0","","",""
"crates/areka-emo-text/examples/emo-text-typewriter-demo.rs","areka-emo-text","examples","363","0","363","0","0","0","0","0","","",""
"crates/areka-emo-text/src/actor.rs","areka-emo-text","src","2967","2109","858","2","0","0","0","0","tests:858-939(82)|runtime_tests:941-2967(2027)","",""
"crates/areka-emo-text/src/canvas.rs","areka-emo-text","src","716","396","320","1","0","0","0","0","tests:321-716(396)","",""
"crates/areka-emo-text/src/choice.rs","areka-emo-text","src","1749","1199","550","3","0","0","0","0","tests:537-1121(585)|style_resolve_tests:1129-1339(211)|decorate_tests:1347-1749(403)","",""
"crates/areka-emo-text/src/draw.rs","areka-emo-text","src","2293","1330","963","1","0","16","0","0","tests:964-2293(1330)","","74|76|105|107|109|111|113|115|117|429|539|691|706|893|929|942"
"crates/areka-emo-text/src/layout.rs","areka-emo-text","src","3294","2545","749","1","0","0","0","0","tests:750-3294(2545)","",""
"crates/areka-emo-text/src/lib.rs","areka-emo-text","src","200","114","86","2","0","0","0","0","budouy_spike:86-134(49)|tests:136-200(65)","",""
"crates/areka-emo-text/src/region.rs","areka-emo-text","src","708","414","294","1","0","0","0","0","tests:295-708(414)","",""
"crates/areka-emo-text/src/segment.rs","areka-emo-text","src","363","212","151","1","0","1","0","0","tests:152-363(212)","","76"
"crates/areka-emo-text/src/sink.rs","areka-emo-text","src","420","298","122","1","0","0","0","0","tests:123-420(298)","",""
"crates/areka-emo-text/src/state.rs","areka-emo-text","src","1630","1174","456","1","0","0","0","0","tests:457-1630(1174)","",""
"crates/areka-emo-text/src/surface.rs","areka-emo-text","src","775","316","459","1","0","1","0","0","tests:460-775(316)","","380"
"crates/areka-emo-text/src/viewbox_draw.rs","areka-emo-text","src","3090","2305","785","1","0","4","0","0","tests:786-3090(2305)","","116|146|153|484"
"crates/areka-emo-text/src/viewbox.rs","areka-emo-text","src","2498","1749","749","1","0","0","0","0","tests:750-2498(1749)","",""
"crates/areka-emo-text/src/wrap.rs","areka-emo-text","src","227","163","64","1","0","0","0","0","tests:65-227(163)","",""
"crates/areka-emo-text/src/writing.rs","areka-emo-text","src","251","172","79","1","0","0","0","0","tests:80-251(172)","",""
"crates/areka-emo-text/tests/attach_wiring_test.rs","areka-emo-text","tests","873","0","873","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/choice_fixture_test.rs","areka-emo-text","tests","453","0","453","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/draw_readback_test.rs","areka-emo-text","tests","634","0","634","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/emo2_fixture_e2e_test.rs","areka-emo-text","tests","587","0","587","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/pipeline_test.rs","areka-emo-text","tests","554","0","554","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/scale_invariance_test.rs","areka-emo-text","tests","535","0","535","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/vertical_fixture_test.rs","areka-emo-text","tests","151","0","151","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/viewbox_blit_spike.rs","areka-emo-text","tests","649","0","649","0","0","0","0","0","","",""
"crates/areka-emo-text/tests/viewbox_scroll_test.rs","areka-emo-text","tests","360","0","360","0","0","0","0","0","","",""
"crates/areka-ghost/src/config.rs","areka-ghost","src","210","134","76","1","0","0","0","0","tests:77-210(134)","",""
"crates/areka-ghost/src/dispatcher.rs","areka-ghost","src","1856","1436","420","1","0","0","0","0","tests:421-1856(1436)","",""
"crates/areka-ghost/src/lib.rs","areka-ghost","src","48","0","48","0","1","0","0","0","","test_log_capture@40",""
"crates/areka-ghost/src/prop_sink.rs","areka-ghost","src","539","407","132","1","0","0","0","0","tests:133-539(407)","",""
"crates/areka-ghost/src/relay.rs","areka-ghost","src","156","115","41","1","0","0","0","0","tests:42-156(115)","",""
"crates/areka-ghost/src/runtime.rs","areka-ghost","src","1613","963","650","1","0","0","0","0","tests:651-1613(963)","",""
"crates/areka-ghost/src/shiori_inproc.rs","areka-ghost","src","1018","446","572","3","0","0","0","0","tests:571-680(110)|host_tests:682-754(73)|adapter_tests:756-1018(263)","",""
"crates/areka-ghost/src/shiori_wiring.rs","areka-ghost","src","176","89","87","1","0","0","0","0","tests:88-176(89)","",""
"crates/areka-ghost/src/sink.rs","areka-ghost","src","415","284","131","1","0","0","0","0","tests:132-415(284)","",""
"crates/areka-ghost/src/sylphya_wiring.rs","areka-ghost","src","379","189","190","1","0","0","0","0","tests:191-379(189)","",""
"crates/areka-ghost/src/test_log_capture.rs","areka-ghost","src","181","0","181","0","0","0","0","0","","",""
"crates/areka-ghost/src/ticker.rs","areka-ghost","src","823","504","319","1","0","0","0","0","tests:320-823(504)","",""
"crates/areka-ghost/tests/ghost.rs","areka-ghost","tests","43","0","43","0","0","0","0","0","","",""
"crates/areka-ghost/tests/ghost/common.rs","areka-ghost","tests","27","0","27","0","0","0","0","0","","",""
"crates/areka-ghost/tests/ghost/inproc_e2e_test.rs","areka-ghost","tests","726","0","726","0","0","0","0","0","","",""
"crates/areka-ghost/tests/ghost/inproc_fixture.rs","areka-ghost","tests","447","0","447","0","0","0","0","0","","",""
"crates/areka-ghost/tests/ghost/real_pasta_test.rs","areka-ghost","tests","243","0","243","0","0","0","0","0","","",""
"crates/areka-ghost/tests/ghost/recorder.rs","areka-ghost","tests","380","205","175","1","0","0","0","0","tests:176-380(205)","",""
"crates/areka-ghost/tests/ghost/snapshot_capture_test.rs","areka-ghost","tests","526","126","400","1","0","0","0","0","tests:401-526(126)","",""
"crates/areka-ghost/tests/ghost/spine_e2e_test.rs","areka-ghost","tests","2574","2091","483","10","0","0","0","0","tests:321-459(139)|broadcast_relevance_partition:473-643(171)|s1_boot_success:652-934(283)|s2_connect_failure:945-1103(159)|s3_helper_liveness_detected:1116-1386(271)|s4_close_handshake:1415-1667(253)|s5_close_deadline:1707-2006(300)|s6_full_disconnect:2033-2236(204)|global_log_probe:2248-2330(83)|s7_second_boot_record_present:2347-2574(228)","",""
"crates/areka-ghost/tests/ghost/sylphya_integration_test.rs","areka-ghost","tests","476","0","476","0","0","0","0","0","","",""
"crates/areka-kanade/src/actor.rs","areka-kanade","src","1318","948","370","1","0","0","0","0","tests:371-1318(948)","",""
"crates/areka-kanade/src/lib.rs","areka-kanade","src","73","0","73","0","0","0","0","0","","",""
"crates/areka-kanade/src/msg.rs","areka-kanade","src","704","388","316","1","0","0","0","0","tests:317-704(388)","",""
"crates/areka-kanade/src/schedule/boot.rs","areka-kanade","src","1406","1118","288","1","0","0","0","0","tests:289-1406(1118)","",""
"crates/areka-kanade/src/schedule/choice.rs","areka-kanade","src","346","237","109","1","0","0","0","0","tests:110-346(237)","",""
"crates/areka-kanade/src/schedule/close.rs","areka-kanade","src","529","350","179","1","0","0","0","0","tests:180-529(350)","",""
"crates/areka-kanade/src/schedule/events.rs","areka-kanade","src","993","583","410","1","0","0","0","0","tests:411-993(583)","",""
"crates/areka-kanade/src/schedule/log_capture.rs","areka-kanade","src","274","0","274","0","0","0","0","0","","",""
"crates/areka-kanade/src/schedule/mod.rs","areka-kanade","src","2176","1495","681","2","1","0","0","0","tests:670-1554(885)|log_firing_tests:1567-2176(610)","log_capture@31",""
"crates/areka-kanade/src/schedule/resources.rs","areka-kanade","src","210","121","89","1","0","0","0","0","tests:90-210(121)","",""
"crates/areka-kanade/src/schedule/steady.rs","areka-kanade","src","3286","2383","903","1","0","0","0","0","tests:904-3286(2383)","",""
"crates/areka-kanade/src/shiori/mod.rs","areka-kanade","src","54","0","54","0","0","0","0","0","","",""
"crates/areka-kanade/src/shiori/real.rs","areka-kanade","src","903","623","280","1","0","0","0","0","tests:281-903(623)","",""
"crates/areka-kanade/src/status.rs","areka-kanade","src","381","143","238","1","0","0","0","0","tests:239-381(143)","",""
"crates/areka-kanade/src/talk.rs","areka-kanade","src","31","18","13","1","0","0","0","0","tests:14-31(18)","",""
"crates/areka-kanade/tests/kanade.rs","areka-kanade","tests","25","0","25","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/boot_test.rs","areka-kanade","tests","120","0","120","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/choice_test.rs","areka-kanade","tests","1563","0","1563","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/close_test.rs","areka-kanade","tests","1009","0","1009","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/common/mod.rs","areka-kanade","tests","1657","256","1401","1","0","0","0","0","smoke:1402-1657(256)","",""
"crates/areka-kanade/tests/kanade/failure_test.rs","areka-kanade","tests","335","0","335","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/full_run_test.rs","areka-kanade","tests","207","0","207","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/mouse_test.rs","areka-kanade","tests","1116","0","1116","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/prefetch_test.rs","areka-kanade","tests","211","0","211","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/real_helper_test.rs","areka-kanade","tests","252","0","252","0","0","0","0","0","","",""
"crates/areka-kanade/tests/kanade/steady_test.rs","areka-kanade","tests","897","0","897","0","0","0","0","0","","",""
"crates/areka-parsers/src/balloon/mod.rs","areka-parsers","src","26","0","26","0","3","0","0","0","","model_tests@13|parse_tests@16|validation_tests@19",""
"crates/areka-parsers/src/balloon/model_tests.rs","areka-parsers","src","465","0","465","0","0","0","0","0","","",""
"crates/areka-parsers/src/balloon/model.rs","areka-parsers","src","423","0","423","0","0","0","0","0","","",""
"crates/areka-parsers/src/balloon/parse_tests.rs","areka-parsers","src","256","0","256","0","0","0","0","0","","",""
"crates/areka-parsers/src/balloon/parse.rs","areka-parsers","src","150","0","150","0","0","0","0","0","","",""
"crates/areka-parsers/src/balloon/validation_tests.rs","areka-parsers","src","196","0","196","0","0","0","0","0","","",""
"crates/areka-parsers/src/charset/decode_tests.rs","areka-parsers","src","113","0","113","0","0","0","0","0","","",""
"crates/areka-parsers/src/charset/decode.rs","areka-parsers","src","59","0","59","0","0","0","0","0","","",""
"crates/areka-parsers/src/charset/mod.rs","areka-parsers","src","30","0","30","0","4","0","0","0","","model_tests@13|prescan_tests@18|decode_tests@23|validation_tests@26",""
"crates/areka-parsers/src/charset/model_tests.rs","areka-parsers","src","64","0","64","0","0","0","0","0","","",""
"crates/areka-parsers/src/charset/model.rs","areka-parsers","src","41","0","41","0","0","0","0","0","","",""
"crates/areka-parsers/src/charset/prescan_tests.rs","areka-parsers","src","88","0","88","0","0","0","0","0","","",""
"crates/areka-parsers/src/charset/prescan.rs","areka-parsers","src","60","0","60","0","0","0","0","0","","",""
"crates/areka-parsers/src/charset/validation_tests.rs","areka-parsers","src","98","0","98","0","0","0","0","0","","",""
"crates/areka-parsers/src/kv/mod.rs","areka-parsers","src","17","0","17","0","2","0","0","0","","parse_tests@11|validation_tests@14",""
"crates/areka-parsers/src/kv/parse_tests.rs","areka-parsers","src","70","0","70","0","0","0","0","0","","",""
"crates/areka-parsers/src/kv/parse.rs","areka-parsers","src","43","0","43","0","0","0","0","0","","",""
"crates/areka-parsers/src/kv/validation_tests.rs","areka-parsers","src","39","0","39","0","0","0","0","0","","",""
"crates/areka-parsers/src/lib.rs","areka-parsers","src","18","0","18","0","0","0","0","0","","",""
"crates/areka-parsers/src/package/mod.rs","areka-parsers","src","33","0","33","0","3","0","0","0","","model_tests@20|resolve_tests@24|validation_tests@27",""
"crates/areka-parsers/src/package/model_tests.rs","areka-parsers","src","179","0","179","0","0","0","0","0","","",""
"crates/areka-parsers/src/package/model.rs","areka-parsers","src","316","123","193","1","0","0","0","0","bindgroup_name_tests:194-316(123)","",""
"crates/areka-parsers/src/package/resolve_tests.rs","areka-parsers","src","313","0","313","0","0","0","0","0","","",""
"crates/areka-parsers/src/package/resolve.rs","areka-parsers","src","658","406","252","3","0","0","0","0","ghost_names_transcription_tests:251-311(61)|bindgroup_name_transcription_tests:313-533(221)|bindoption_mustselect_tests:535-658(124)","",""
"crates/areka-parsers/src/package/validation_tests.rs","areka-parsers","src","236","0","236","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/decode_tests.rs","areka-parsers","src","586","0","586","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/decode.rs","areka-parsers","src","342","0","342","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/lexer_tests.rs","areka-parsers","src","455","0","455","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/lexer.rs","areka-parsers","src","285","0","285","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/mod.rs","areka-parsers","src","36","0","36","0","5","0","0","0","","model_tests@14|lexer_tests@19|decode_tests@24|parse_tests@29|validation_tests@32",""
"crates/areka-parsers/src/sakura/model_tests.rs","areka-parsers","src","153","0","153","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/model.rs","areka-parsers","src","114","0","114","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/parse_tests.rs","areka-parsers","src","95","0","95","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/parse.rs","areka-parsers","src","30","0","30","0","0","0","0","0","","",""
"crates/areka-parsers/src/sakura/validation_tests.rs","areka-parsers","src","418","0","418","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/decode_tests.rs","areka-parsers","src","1395","0","1395","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/decode.rs","areka-parsers","src","557","0","557","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/lexer_tests.rs","areka-parsers","src","276","0","276","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/lexer.rs","areka-parsers","src","222","0","222","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/mod.rs","areka-parsers","src","46","0","46","0","5","0","0","0","","model_tests@18|lexer_tests@23|decode_tests@28|parse_tests@33|validation_tests@36",""
"crates/areka-parsers/src/shell/model_tests.rs","areka-parsers","src","240","0","240","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/model.rs","areka-parsers","src","280","0","280","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/parse_tests.rs","areka-parsers","src","230","0","230","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/parse.rs","areka-parsers","src","28","0","28","0","0","0","0","0","","",""
"crates/areka-parsers/src/shell/validation_tests.rs","areka-parsers","src","639","0","639","0","0","0","0","0","","",""
"crates/areka-sakura/src/compile.rs","areka-sakura","src","1867","1546","321","1","0","0","0","0","tests:322-1867(1546)","",""
"crates/areka-sakura/src/contract.rs","areka-sakura","src","65","0","65","0","0","0","0","0","","",""
"crates/areka-sakura/src/drive.rs","areka-sakura","src","2808","2278","530","1","0","0","0","0","tests:531-2808(2278)","",""
"crates/areka-sakura/src/duration.rs","areka-sakura","src","91","50","41","1","0","0","0","0","tests:42-91(50)","",""
"crates/areka-sakura/src/error.rs","areka-sakura","src","71","46","25","1","0","0","0","0","tests:26-71(46)","",""
"crates/areka-sakura/src/lib.rs","areka-sakura","src","45","0","45","0","0","0","0","0","","",""
"crates/areka-sakura/src/sysvar.rs","areka-sakura","src","152","68","84","1","0","0","0","0","tests:85-152(68)","",""
"crates/areka-seriko/src/actor.rs","areka-seriko","src","2331","1847","484","1","0","0","0","0","tests:485-2331(1847)","",""
"crates/areka-seriko/src/bind.rs","areka-seriko","src","785","485","300","1","0","0","0","0","tests:301-785(485)","",""
"crates/areka-seriko/src/lib.rs","areka-seriko","src","45","0","45","0","0","0","0","0","","",""
"crates/areka-seriko/src/looper.rs","areka-seriko","src","939","564","375","1","0","0","0","0","tests:376-939(564)","",""
"crates/areka-seriko/src/output.rs","areka-seriko","src","262","159","103","1","0","0","0","0","tests:104-262(159)","",""
"crates/areka-seriko/src/resolve.rs","areka-seriko","src","306","186","120","1","0","0","0","0","tests:121-306(186)","",""
"crates/areka-seriko/src/state.rs","areka-seriko","src","1576","1058","518","1","0","0","0","0","tests:519-1576(1058)","",""
"crates/areka-seriko/src/table.rs","areka-seriko","src","519","323","196","1","0","0","0","0","tests:197-519(323)","",""
"crates/areka-seriko/src/timeline.rs","areka-seriko","src","441","313","128","1","0","0","0","0","tests:129-441(313)","",""
"crates/areka-seriko/tests/balloon_face_e2e.rs","areka-seriko","tests","248","0","248","0","0","0","0","0","","",""
"crates/areka-seriko/tests/bind_e2e.rs","areka-seriko","tests","470","0","470","0","0","0","0","0","","",""
"crates/areka-seriko/tests/cue_sequence.rs","areka-seriko","tests","112","0","112","0","0","0","0","0","","",""
"crates/areka-seriko/tests/loop_integration.rs","areka-seriko","tests","635","0","635","0","0","0","0","0","","",""
"crates/areka-seriko/tests/regression.rs","areka-seriko","tests","219","0","219","0","0","0","0","0","","",""
"crates/areka-sylphya/src/actor.rs","areka-sylphya","src","1587","866","721","3","0","0","0","0","tests:675-1028(354)|actor_integration_tests:1036-1379(344)|actor_criteria_cage:1420-1587(168)","",""
"crates/areka-sylphya/src/asker.rs","areka-sylphya","src","63","35","28","1","0","0","0","0","tests:29-63(35)","",""
"crates/areka-sylphya/src/key.rs","areka-sylphya","src","372","214","158","1","0","0","0","0","tests:159-372(214)","",""
"crates/areka-sylphya/src/ledger_key_determinism_tests.rs","areka-sylphya","src","257","0","257","0","0","0","0","0","","",""
"crates/areka-sylphya/src/lib.rs","areka-sylphya","src","71","0","71","0","2","0","0","0","","ledger_key_determinism_tests@49|test_log_capture@55",""
"crates/areka-sylphya/src/mirror.rs","areka-sylphya","src","242","132","110","1","0","0","0","0","tests:111-242(132)","",""
"crates/areka-sylphya/src/persist/format.rs","areka-sylphya","src","406","159","247","1","0","0","0","0","tests:248-406(159)","",""
"crates/areka-sylphya/src/persist/io.rs","areka-sylphya","src","287","108","179","1","0","0","0","0","tests:180-287(108)","",""
"crates/areka-sylphya/src/persist/mod.rs","areka-sylphya","src","694","338","356","1","0","0","0","0","tests:357-694(338)","",""
"crates/areka-sylphya/src/reader.rs","areka-sylphya","src","580","400","180","2","0","0","0","0","tests:159-441(283)|mirror_reader_criteria_cage:464-580(117)","",""
"crates/areka-sylphya/src/test_log_capture.rs","areka-sylphya","src","150","0","150","0","0","0","0","0","","",""
"crates/areka-sylphya/src/value.rs","areka-sylphya","src","80","40","40","1","0","0","0","0","tests:41-80(40)","",""
"crates/areka-sylphya/src/vocab/dotted.rs","areka-sylphya","src","270","160","110","1","0","0","0","0","tests:111-270(160)","",""
"crates/areka-sylphya/src/vocab/flat.rs","areka-sylphya","src","147","76","71","1","0","0","0","0","tests:72-147(76)","",""
"crates/areka-sylphya/src/vocab/mod.rs","areka-sylphya","src","93","38","55","1","0","0","0","0","tests:56-93(38)","",""
"crates/areka-sylphya/src/vocab/shiori_resource.rs","areka-sylphya","src","290","77","213","1","0","0","0","0","tests:214-290(77)","",""
"crates/areka-talk/src/lib.rs","areka-talk","src","118","0","118","0","1","0","0","0","","tests@117",""
"crates/areka-talk/src/tests.rs","areka-talk","src","437","0","437","0","0","0","0","0","","",""
"crates/areka/examples/clickthrough_two_rects.rs","areka","examples","283","0","283","0","0","0","0","0","","",""
"crates/areka/examples/collision-probe.rs","areka","examples","1063","0","1063","0","0","0","0","0","","",""
"crates/areka/examples/emo-present.rs","areka","examples","1168","0","1168","0","0","0","0","0","","",""
"crates/areka/examples/mock-shell.rs","areka","examples","908","446","462","1","0","0","0","0","tests:463-908(446)","",""
"crates/areka/examples/window-placement.rs","areka","examples","494","0","494","0","0","0","0","0","","",""
"crates/areka/src/emo2_boot/adapter.rs","areka","src","490","353","137","1","0","0","0","0","tests:138-490(353)","",""
"crates/areka/src/emo2_boot/assets.rs","areka","src","1225","820","405","1","0","0","0","0","tests:406-1225(820)","",""
"crates/areka/src/emo2_boot/consumer_ledger.rs","areka","src","191","85","106","1","0","0","0","0","tests:107-191(85)","",""
"crates/areka/src/emo2_boot/frame.rs","areka","src","4660","3163","1497","1","0","5","0","0","tests:1498-4660(3163)","","300|315|327|336|345"
"crates/areka/src/emo2_boot/hit_region.rs","areka","src","177","49","128","1","0","0","0","0","tests:129-177(49)","",""
"crates/areka/src/emo2_boot/hover_inject.rs","areka","src","363","167","196","1","0","0","0","0","tests:197-363(167)","",""
"crates/areka/src/emo2_boot/mod.rs","areka","src","559","90","469","1","1","0","0","0","wire_tests:470-559(90)","spine@30",""
"crates/areka/src/emo2_boot/move_cue.rs","areka","src","1634","934","700","4","0","0","0","0","tests:671-948(278)|move_sink_tests:954-1069(116)|apply_move_tests:1081-1429(349)|move_severity_log_tests:1444-1634(191)","",""
"crates/areka/src/emo2_boot/spine.rs","areka","src","2503","0","2503","0","0","0","0","0","","",""
"crates/areka/src/emo2_boot/talk_clock.rs","areka","src","315","205","110","1","0","0","0","0","tests:111-315(205)","",""
"crates/areka/src/emo2_boot/target_map.rs","areka","src","112","73","39","1","0","0","0","0","tests:40-112(73)","",""
"crates/areka/src/input_events/balloon.rs","areka","src","2825","1996","829","1","0","0","0","0","tests:830-2825(1996)","",""
"crates/areka/src/input_events/choice_drain.rs","areka","src","377","244","133","1","0","0","0","0","tests:134-377(244)","",""
"crates/areka/src/input_events/mod.rs","areka","src","1164","731","433","1","0","1","0","0","tests:434-1164(731)","","84"
"crates/areka/src/input_events/throttle.rs","areka","src","283","173","110","1","0","0","0","0","tests:111-283(173)","",""
