old_fqn,new_fqn,reason
placement::follow::tests::resize_window_to_nonpositive_size_holds_state,placement::follow::resize_tests::resize_window_to_nonpositive_size_holds_state,theme_split
placement::follow::tests::resize_window_to_without_handle_returns_false_and_leaves_state,placement::follow::resize_tests::resize_window_to_without_handle_returns_false_and_leaves_state,theme_split
placement::follow::tests::resize_window_to_without_anchored_returns_false_and_leaves_state,placement::follow::resize_tests::resize_window_to_without_anchored_returns_false_and_leaves_state,theme_split
placement::follow::tests::resize_window_to_bottom_preserves_balloon_follow_offset,placement::follow::resize_tests::resize_window_to_bottom_preserves_balloon_follow_offset,theme_split
placement::follow::tests::resize_window_to_bottom_keeps_ssp_window_relative_balloon_offset,placement::follow::resize_tests::resize_window_to_bottom_keeps_ssp_window_relative_balloon_offset,theme_split
placement::follow::tests::resize_window_to_top_pins_top_edge_and_keeps_x,placement::follow::resize_tests::resize_window_to_top_pins_top_edge_and_keeps_x,theme_split
placement::follow::tests::resize_window_to_left_pins_left_edge_and_keeps_y,placement::follow::resize_tests::resize_window_to_left_pins_left_edge_and_keeps_y,theme_split
placement::follow::tests::resize_window_to_right_pins_right_edge_and_keeps_y,placement::follow::resize_tests::resize_window_to_right_pins_right_edge_and_keeps_y,theme_split
placement::follow::tests::resize_window_to_free_keeps_position_and_updates_size_only,placement::follow::resize_tests::resize_window_to_free_keeps_position_and_updates_size_only,theme_split
placement::follow::tests::resize_window_to_left_preserves_balloon_follow_offset,placement::follow::resize_tests::resize_window_to_left_preserves_balloon_follow_offset,theme_split
placement::follow::tests::resize_window_to_left_is_idempotent_on_same_size_and_position,placement::follow::resize_tests::resize_window_to_left_is_idempotent_on_same_size_and_position,theme_split
placement::follow::tests::resize_window_to_non_bottom_degrades_on_nonpositive_and_missing_handle,placement::follow::resize_tests::resize_window_to_non_bottom_degrades_on_nonpositive_and_missing_handle,theme_split
placement::follow::tests::anchor_changed_system_reprojects_to_new_anchor_edge_at_current_size,placement::follow::resize_tests::anchor_changed_system_reprojects_to_new_anchor_edge_at_current_size,theme_split
placement::follow::tests::anchor_changed_system_does_not_fire_when_anchor_unchanged,placement::follow::resize_tests::anchor_changed_system_does_not_fire_when_anchor_unchanged,theme_split
placement::follow::tests::anchor_changed_system_reprojects_bottom_to_left,placement::follow::resize_tests::anchor_changed_system_reprojects_bottom_to_left,theme_split
placement::follow::tests::resize_window_keep_position_same_size_writes_nothing,placement::follow::resize_tests::resize_window_keep_position_same_size_writes_nothing,theme_split
placement::follow::tests::resize_window_keep_position_new_size_keeps_position_and_writes_once,placement::follow::resize_tests::resize_window_keep_position_new_size_keeps_position_and_writes_once,theme_split
placement::follow::tests::resize_window_keep_position_with_unknown_current_size_writes,placement::follow::resize_tests::resize_window_keep_position_with_unknown_current_size_writes,theme_split
placement::follow::tests::resize_window_keep_position_without_window_pos_returns_false,placement::follow::resize_tests::resize_window_keep_position_without_window_pos_returns_false,theme_split
placement::follow::tests::resize_window_keep_position_without_position_returns_false,placement::follow::resize_tests::resize_window_keep_position_without_position_returns_false,theme_split
placement::follow::tests::resize_window_keep_position_nonpositive_size_holds_state,placement::follow::resize_tests::resize_window_keep_position_nonpositive_size_holds_state,theme_split
placement::follow::tests::resize_window_keep_position_without_handle_returns_false,placement::follow::resize_tests::resize_window_keep_position_without_handle_returns_false,theme_split
placement::follow::tests::resize_window_keep_position_on_despawned_entity_returns_false,placement::follow::resize_tests::resize_window_keep_position_on_despawned_entity_returns_false,theme_split
placement::follow::tests::resize_window_to_on_despawned_entity_is_debug_only_normal_termination,placement::follow::window_move_diag_tests::resize_window_to_on_despawned_entity_is_debug_only_normal_termination,theme_split
placement::follow::tests::resize_window_to_missing_anchored_on_living_entity_still_warns,placement::follow::window_move_diag_tests::resize_window_to_missing_anchored_on_living_entity_still_warns,theme_split
placement::follow::tests::resize_window_keep_position_on_despawned_entity_is_debug_only_normal_termination,placement::follow::window_move_diag_tests::resize_window_keep_position_on_despawned_entity_is_debug_only_normal_termination,theme_split
placement::follow::tests::resize_window_keep_position_missing_window_pos_on_living_entity_still_warns,placement::follow::window_move_diag_tests::resize_window_keep_position_missing_window_pos_on_living_entity_still_warns,theme_split
placement::follow::tests::window_move_record_carries_route_entity_kind_scope_position_size_and_dpi,placement::follow::window_move_diag_tests::window_move_record_carries_route_entity_kind_scope_position_size_and_dpi,theme_split
placement::follow::tests::window_move_record_entity_matches_wintf_debug_rendering,placement::follow::window_move_diag_tests::window_move_record_entity_matches_wintf_debug_rendering,theme_split
placement::follow::tests::window_move_record_route_follows_the_argument_of_the_shared_resize_entry,placement::follow::window_move_diag_tests::window_move_record_route_follows_the_argument_of_the_shared_resize_entry,theme_split
placement::follow::tests::anchor_changed_system_records_the_anchor_change_route,placement::follow::window_move_diag_tests::anchor_changed_system_records_the_anchor_change_route,theme_split
placement::follow::tests::resize_window_keep_position_records_the_keep_position_route,placement::follow::window_move_diag_tests::resize_window_keep_position_records_the_keep_position_route,theme_split
placement::follow::tests::move_cue_write_is_recorded_as_move_cue_with_a_balloon_follow_companion,placement::follow::window_move_diag_tests::move_cue_write_is_recorded_as_move_cue_with_a_balloon_follow_companion,theme_split
placement::follow::tests::drag_path_records_only_the_balloon_follow_write,placement::follow::window_move_diag_tests::drag_path_records_only_the_balloon_follow_write,theme_split
placement::follow::tests::no_window_move_record_when_nothing_is_written,placement::follow::window_move_diag_tests::no_window_move_record_when_nothing_is_written,theme_split
placement::follow::tests::window_move_records_are_silent_under_default_info_filter,placement::follow::window_move_diag_tests::window_move_records_are_silent_under_default_info_filter,theme_split
placement::follow::tests::window_move_records_light_up_under_the_procedure_directive,placement::follow::window_move_diag_tests::window_move_records_light_up_under_the_procedure_directive,theme_split
placement::follow::tests::visibility_guard_route_table_matches_the_d13_decision,placement::follow::visibility_char_wiring_tests::visibility_guard_route_table_matches_the_d13_decision,theme_split
placement::follow::tests::visibility_guard_clamps_x_on_non_drag_placement_routes,placement::follow::visibility_char_wiring_tests::visibility_guard_clamps_x_on_non_drag_placement_routes,theme_split
placement::follow::tests::visibility_guard_does_not_fire_on_explicit_or_non_placement_routes,placement::follow::visibility_char_wiring_tests::visibility_guard_does_not_fire_on_explicit_or_non_placement_routes,theme_split
placement::follow::tests::drag_path_neither_clamps_nor_warns_when_leaving_every_work_area,placement::follow::visibility_char_wiring_tests::drag_path_neither_clamps_nor_warns_when_leaving_every_work_area,theme_split
placement::follow::tests::nearest_fallback_warns_on_non_drag_route_even_without_clamping,placement::follow::visibility_char_wiring_tests::nearest_fallback_warns_on_non_drag_route_even_without_clamping,theme_split
placement::follow::tests::missing_work_area_holds_position_and_warns_on_non_drag_route,placement::follow::visibility_char_wiring_tests::missing_work_area_holds_position_and_warns_on_non_drag_route,theme_split
placement::follow::tests::missing_work_area_stays_silent_on_guard_exempt_routes,placement::follow::visibility_char_wiring_tests::missing_work_area_stays_silent_on_guard_exempt_routes,theme_split
placement::follow::tests::undetermined_old_size_is_treated_as_unknown_rect_and_clamps,placement::follow::visibility_char_wiring_tests::undetermined_old_size_is_treated_as_unknown_rect_and_clamps,theme_split
placement::follow::tests::balloon_follow_trigger_table_mirrors_the_char_window_table,placement::follow::visibility_balloon_wiring_tests::balloon_follow_trigger_table_mirrors_the_char_window_table,theme_split
placement::follow::tests::balloon_visibility_guard_clamps_x_on_non_drag_placement_triggers,placement::follow::visibility_balloon_wiring_tests::balloon_visibility_guard_clamps_x_on_non_drag_placement_triggers,theme_split
placement::follow::tests::balloon_visibility_guard_does_not_fire_on_explicit_or_non_placement_triggers,placement::follow::visibility_balloon_wiring_tests::balloon_visibility_guard_does_not_fire_on_explicit_or_non_placement_triggers,theme_split
placement::follow::tests::balloon_drag_trigger_neither_clamps_nor_warns,placement::follow::visibility_balloon_wiring_tests::balloon_drag_trigger_neither_clamps_nor_warns,theme_split
placement::follow::tests::balloon_parked_off_screen_is_respected_on_placement_trigger,placement::follow::visibility_balloon_wiring_tests::balloon_parked_off_screen_is_respected_on_placement_trigger,theme_split
placement::follow::tests::balloon_undetermined_size_holds_proposed_position_and_warns,placement::follow::visibility_balloon_wiring_tests::balloon_undetermined_size_holds_proposed_position_and_warns,theme_split
placement::follow::tests::missing_monitor_snapshot_warns_for_both_windows_without_the_proposed_field,placement::follow::visibility_balloon_wiring_tests::missing_monitor_snapshot_warns_for_both_windows_without_the_proposed_field,theme_split
placement::follow::tests::balloon_undetermined_position_is_treated_as_unknown_rect_and_clamps,placement::follow::visibility_balloon_wiring_tests::balloon_undetermined_position_is_treated_as_unknown_rect_and_clamps,theme_split
placement::follow::tests::balloon_despawned_skips_guard_without_warning,placement::follow::visibility_balloon_wiring_tests::balloon_despawned_skips_guard_without_warning,theme_split
placement::follow::tests::balloon_without_handle_on_living_entity_still_warns_on_follow_write,placement::follow::visibility_balloon_wiring_tests::balloon_without_handle_on_living_entity_still_warns_on_follow_write,theme_split
placement::follow::tests::undetermined_position_aborts_resize_without_writing,placement::follow::visibility_char_wiring_tests::undetermined_position_aborts_resize_without_writing,theme_split
placement::follow::tests::negative_real_position_is_not_aborted_and_still_resizes,placement::follow::visibility_char_wiring_tests::negative_real_position_is_not_aborted_and_still_resizes,theme_split
placement::follow::tests::single_axis_position_sentinel_also_aborts,placement::follow::visibility_char_wiring_tests::single_axis_position_sentinel_also_aborts,theme_split
placement::follow::tests::both_windows_survive_a_single_write_onto_different_monitors,placement::follow::visibility_balloon_wiring_tests::both_windows_survive_a_single_write_onto_different_monitors,theme_split
placement::follow::tests::balloon_follows_the_guarded_char_position_not_the_raw_projection,placement::follow::visibility_balloon_wiring_tests::balloon_follows_the_guarded_char_position_not_the_raw_projection,theme_split
emo2_boot::frame::tests::plan_attachments_exact_match_plans_all_windows,emo2_boot::frame::attach_tests::plan_attachments_exact_match_plans_all_windows,theme_split
emo2_boot::frame::tests::plan_attachments_window_without_asset_goes_to_missing,emo2_boot::frame::attach_tests::plan_attachments_window_without_asset_goes_to_missing,theme_split
emo2_boot::frame::tests::plan_attachments_asset_without_window_goes_to_unused,emo2_boot::frame::attach_tests::plan_attachments_asset_without_window_goes_to_unused,theme_split
emo2_boot::frame::tests::plan_attachments_usize_to_u32_conversion_boundary,emo2_boot::frame::attach_tests::plan_attachments_usize_to_u32_conversion_boundary,theme_split
emo2_boot::frame::tests::plan_attachments_marks_missing_balloon_index_none,emo2_boot::frame::attach_tests::plan_attachments_marks_missing_balloon_index_none,theme_split
emo2_boot::frame::tests::connect_balloon_text_skips_when_view_none,emo2_boot::frame::attach_tests::connect_balloon_text_skips_when_view_none,theme_split
emo2_boot::frame::tests::run_attach_phase_without_gpu_does_not_attach_or_consume_assets,emo2_boot::frame::attach_tests::run_attach_phase_without_gpu_does_not_attach_or_consume_assets,theme_split
emo2_boot::frame::tests::attach_supplies_each_scope_its_own_balloon_model_to_map_and_text_layer,emo2_boot::frame::attach_tests::attach_supplies_each_scope_its_own_balloon_model_to_map_and_text_layer,theme_split
emo2_boot::frame::tests::presenter_accessor_feeds_resolve_hit_region,emo2_boot::frame::attach_tests::presenter_accessor_feeds_resolve_hit_region,theme_split
emo2_boot::frame::tests::move_cue_sink_reaches_emo2_wiring_receiver,emo2_boot::frame::attach_tests::move_cue_sink_reaches_emo2_wiring_receiver,theme_split
emo2_boot::frame::tests::run_drain_phase_gates_on_attach_then_drains_all_in_fifo_order,emo2_boot::frame::drain_text_tests::run_drain_phase_gates_on_attach_then_drains_all_in_fifo_order,theme_split
emo2_boot::frame::tests::resolve_talk_time_override_wins_else_clock_else_none,emo2_boot::frame::drain_text_tests::resolve_talk_time_override_wins_else_clock_else_none,theme_split
emo2_boot::frame::tests::run_text_phase_override_reaches_present_frame_without_panic,emo2_boot::frame::drain_text_tests::run_text_phase_override_reaches_present_frame_without_panic,theme_split
emo2_boot::frame::tests::emo2_frame_system_removes_runs_and_reinserts_wiring,emo2_boot::frame::drain_text_tests::emo2_frame_system_removes_runs_and_reinserts_wiring,theme_split
emo2_boot::frame::tests::resnap_from_sizes_drives_resize_and_resnap_on_size_change,emo2_boot::frame::resnap_tests::resnap_from_sizes_drives_resize_and_resnap_on_size_change,theme_split
emo2_boot::frame::tests::resnap_from_sizes_is_noop_on_same_size,emo2_boot::frame::resnap_tests::resnap_from_sizes_is_noop_on_same_size,theme_split
emo2_boot::frame::tests::resnap_from_sizes_skips_non_positive_sizes,emo2_boot::frame::resnap_tests::resnap_from_sizes_skips_non_positive_sizes,theme_split
emo2_boot::frame::tests::resnap_from_sizes_never_resizes_balloon_window,emo2_boot::frame::resnap_tests::resnap_from_sizes_never_resizes_balloon_window,theme_split
emo2_boot::frame::tests::resnap_reads_shell_targets_only_and_ignores_balloon_geometry,emo2_boot::frame::resnap_tests::resnap_reads_shell_targets_only_and_ignores_balloon_geometry,theme_split
emo2_boot::frame::tests::resnap_queries_shell_targets_only,emo2_boot::frame::resnap_tests::resnap_queries_shell_targets_only,theme_split
emo2_boot::frame::tests::resnap_shell_targets_is_noop_with_unattached_presenter,emo2_boot::frame::resnap_tests::resnap_shell_targets_is_noop_with_unattached_presenter,theme_split
emo2_boot::frame::tests::resnap_from_sizes_is_idempotent_across_repeats_after_a_size_change,emo2_boot::frame::resnap_tests::resnap_from_sizes_is_idempotent_across_repeats_after_a_size_change,theme_split
emo2_boot::frame::tests::resnap_from_sizes_same_size_repeats_never_change_window_state,emo2_boot::frame::resnap_tests::resnap_from_sizes_same_size_repeats_never_change_window_state,theme_split
emo2_boot::frame::tests::run_move_drain_phase_buffers_until_ghost_windows_present,emo2_boot::frame::drain_text_tests::run_move_drain_phase_buffers_until_ghost_windows_present,theme_split
emo2_boot::frame::tests::run_move_drain_phase_applies_directive_when_ghost_windows_present,emo2_boot::frame::drain_text_tests::run_move_drain_phase_applies_directive_when_ghost_windows_present,theme_split
emo2_boot::frame::tests::classify_ghost_window_covers_all_marker_combinations,emo2_boot::frame::dpi_tests::classify_ghost_window_covers_all_marker_combinations,theme_split
emo2_boot::frame::tests::reconcile_window_size_routes_char_to_anchor_resize_and_balloon_to_keep_position,emo2_boot::frame::dpi_tests::reconcile_window_size_routes_char_to_anchor_resize_and_balloon_to_keep_position,theme_split
emo2_boot::frame::tests::reconcile_window_size_guards_and_idempotent_skip_write_nothing,emo2_boot::frame::dpi_tests::reconcile_window_size_guards_and_idempotent_skip_write_nothing,theme_split
emo2_boot::frame::tests::dpi_phase_reconciles_changed_window_to_scaled_extent,emo2_boot::frame::dpi_tests::dpi_phase_reconciles_changed_window_to_scaled_extent,theme_split
emo2_boot::frame::tests::drain_reconcile_writes_nothing_when_refresh_already_consumed_the_report,emo2_boot::frame::dpi_tests::drain_reconcile_writes_nothing_when_refresh_already_consumed_the_report,theme_split
emo2_boot::frame::tests::drain_reconcile_applies_undrained_report_when_refresh_gate_fails,emo2_boot::frame::dpi_tests::drain_reconcile_applies_undrained_report_when_refresh_gate_fails,theme_split
emo2_boot::frame::tests::dpi_phase_first_run_matches_all_windows_without_churn,emo2_boot::frame::dpi_tests::dpi_phase_first_run_matches_all_windows_without_churn,theme_split
emo2_boot::frame::tests::dpi_phase_without_dpi_change_does_no_work,emo2_boot::frame::dpi_tests::dpi_phase_without_dpi_change_does_no_work,theme_split
emo2_boot::frame::tests::s2_red_ground_point_preserved_at_dpi96,emo2_boot::frame::dpi_reproject_tests::s2_red_ground_point_preserved_at_dpi96,theme_split
emo2_boot::frame::tests::s2_red_ground_point_preserved_from_dpi96_to_dpi120,emo2_boot::frame::dpi_reproject_tests::s2_red_ground_point_preserved_from_dpi96_to_dpi120,theme_split
emo2_boot::frame::tests::s2_red_ground_point_preserved_from_dpi96_to_dpi192,emo2_boot::frame::dpi_reproject_tests::s2_red_ground_point_preserved_from_dpi96_to_dpi192,theme_split
emo2_boot::frame::tests::s2_red_ground_point_preserved_from_dpi120_to_dpi192,emo2_boot::frame::dpi_reproject_tests::s2_red_ground_point_preserved_from_dpi120_to_dpi192,theme_split
emo2_boot::frame::tests::s2_control_some_report_path_reprojects_and_keeps_balloon_offset,emo2_boot::frame::dpi_reproject_tests::s2_control_some_report_path_reprojects_and_keeps_balloon_offset,theme_split
emo2_boot::frame::tests::s2_some_report_path_preserves_the_balloon_ground_anchor_across_mixed_dpi_levels,emo2_boot::frame::dpi_reproject_tests::s2_some_report_path_preserves_the_balloon_ground_anchor_across_mixed_dpi_levels,theme_split
emo2_boot::frame::tests::s2_dpi_phase_writes_nothing_when_the_ground_point_already_holds,emo2_boot::frame::dpi_reproject_tests::s2_dpi_phase_writes_nothing_when_the_ground_point_already_holds,theme_split
emo2_boot::frame::tests::s2_none_report_path_reprojects_position_without_touching_size,emo2_boot::frame::dpi_reproject_none_tests::s2_none_report_path_reprojects_position_without_touching_size,theme_split
emo2_boot::frame::tests::s2_none_report_path_leaves_the_balloon_in_place,emo2_boot::frame::dpi_reproject_none_tests::s2_none_report_path_leaves_the_balloon_in_place,theme_split
emo2_boot::frame::tests::s2_none_report_path_holds_state_and_warns_when_the_window_size_is_undetermined,emo2_boot::frame::dpi_reproject_none_tests::s2_none_report_path_holds_state_and_warns_when_the_window_size_is_undetermined,theme_split
emo2_boot::frame::tests::s2_reproject_on_despawned_entity_is_debug_only_normal_termination,emo2_boot::frame::dpi_reproject_none_tests::s2_reproject_on_despawned_entity_is_debug_only_normal_termination,theme_split
emo2_boot::frame::tests::resnap_from_sizes_records_the_resnap_route,emo2_boot::frame::diag_route_tests::resnap_from_sizes_records_the_resnap_route,theme_split
emo2_boot::frame::tests::dpi_phase_and_drain_phase_record_distinct_routes,emo2_boot::frame::diag_route_tests::dpi_phase_and_drain_phase_record_distinct_routes,theme_split
emo2_boot::frame::tests::boot_without_any_dpi_change_emits_no_dpi_reproject_record,emo2_boot::frame::diag_route_tests::boot_without_any_dpi_change_emits_no_dpi_reproject_record,theme_split
emo2_boot::frame::tests::resnap_skips_despawned_scope_at_debug_and_processes_surviving_scopes,emo2_boot::frame::diag_route_tests::resnap_skips_despawned_scope_at_debug_and_processes_surviving_scopes,theme_split
emo2_boot::frame::tests::drain_reconcile_skips_despawned_scope_at_debug_and_processes_surviving_scopes,emo2_boot::frame::diag_route_tests::drain_reconcile_skips_despawned_scope_at_debug_and_processes_surviving_scopes,theme_split
emo2_boot::frame::tests::frame_after_teardown_despawn_emits_no_warning_for_destroyed_windows,emo2_boot::frame::diag_route_tests::frame_after_teardown_despawn_emits_no_warning_for_destroyed_windows,theme_split
emo2_boot::frame::tests::author_dpis_pairs_shell_and_balloon_declarations,emo2_boot::frame::diag_route_tests::author_dpis_pairs_shell_and_balloon_declarations,theme_split
emo2_boot::frame::tests::text_scale_phase_without_balloon_models_is_silent_noop,emo2_boot::frame::text_scale_tests::text_scale_phase_without_balloon_models_is_silent_noop,theme_split
emo2_boot::frame::tests::text_scale_phase_warns_once_per_scope_when_view_unavailable,emo2_boot::frame::text_scale_tests::text_scale_phase_warns_once_per_scope_when_view_unavailable,theme_split
emo2_boot::frame::tests::emo2_frame_system_drives_text_scale_phase_every_frame,emo2_boot::frame::text_scale_tests::emo2_frame_system_drives_text_scale_phase_every_frame,theme_split
emo2_boot::frame::tests::run_dpi_phase_persists_system_state_across_frames_in_production_path,emo2_boot::frame::text_scale_tests::run_dpi_phase_persists_system_state_across_frames_in_production_path,theme_split
emo2_boot::frame::tests::emo2_frame_system_runs_dpi_phase_without_writes_when_unattached,emo2_boot::frame::text_scale_tests::emo2_frame_system_runs_dpi_phase_without_writes_when_unattached,theme_split
input_events::balloon::tests::identical_field_contents_compare_equal,input_events::balloon::wiring_tests::identical_field_contents_compare_equal,theme_split
input_events::balloon::tests::differing_field_contents_compare_unequal,input_events::balloon::wiring_tests::differing_field_contents_compare_unequal,theme_split
input_events::balloon::tests::clone_equals_original_and_debug_is_usable,input_events::balloon::wiring_tests::clone_equals_original_and_debug_is_usable,theme_split
input_events::balloon::tests::wiring_inserts_non_send_and_selection_observed_via_inbox,input_events::balloon::wiring_tests::wiring_inserts_non_send_and_selection_observed_via_inbox,theme_split
input_events::balloon::tests::hover_tracks_last_injected_ordinal_per_scope,input_events::balloon::wiring_tests::hover_tracks_last_injected_ordinal_per_scope,theme_split
input_events::balloon::tests::hit_inside_rect_returns_index,input_events::balloon::pure_core_tests::hit_inside_rect_returns_index,theme_split
input_events::balloon::tests::hit_empty_rows_returns_none,input_events::balloon::pure_core_tests::hit_empty_rows_returns_none,theme_split
input_events::balloon::tests::hit_outside_rect_returns_none,input_events::balloon::pure_core_tests::hit_outside_rect_returns_none,theme_split
input_events::balloon::tests::hit_half_open_boundary_edges,input_events::balloon::pure_core_tests::hit_half_open_boundary_edges,theme_split
input_events::balloon::tests::hit_multiple_non_overlapping_rows_returns_correct_index,input_events::balloon::pure_core_tests::hit_multiple_non_overlapping_rows_returns_correct_index,theme_split
input_events::balloon::tests::hit_pathological_overlap_returns_last_match_deterministically,input_events::balloon::pure_core_tests::hit_pathological_overlap_returns_last_match_deterministically,theme_split
input_events::balloon::tests::cage_rows_are_lifted_to_window_physical_px_by_real_k,input_events::balloon::pure_core_tests::cage_rows_are_lifted_to_window_physical_px_by_real_k,theme_split
input_events::balloon::tests::click_untransformed_point_hits_row_lifted_by_real_k,input_events::balloon::pure_core_tests::click_untransformed_point_hits_row_lifted_by_real_k,theme_split
input_events::balloon::tests::click_double_reduced_point_misses_row_lifted_by_real_k,input_events::balloon::pure_core_tests::click_double_reduced_point_misses_row_lifted_by_real_k,theme_split
input_events::balloon::tests::hover_inactive_no_prior_injection_is_noop,input_events::balloon::pure_core_tests::hover_inactive_no_prior_injection_is_noop,theme_split
input_events::balloon::tests::hover_inactive_with_prior_injection_resets_own_state,input_events::balloon::pure_core_tests::hover_inactive_with_prior_injection_resets_own_state,theme_split
input_events::balloon::tests::hover_active_same_value_keeps,input_events::balloon::pure_core_tests::hover_active_same_value_keeps,theme_split
input_events::balloon::tests::hover_active_new_row_injects,input_events::balloon::pure_core_tests::hover_active_new_row_injects,theme_split
input_events::balloon::tests::hover_active_leaves_row_injects_none,input_events::balloon::pure_core_tests::hover_active_leaves_row_injects_none,theme_split
input_events::balloon::tests::click_hit_builds_selection_from_current_row,input_events::balloon::pure_core_tests::click_hit_builds_selection_from_current_row,theme_split
input_events::balloon::tests::click_non_hit_returns_none,input_events::balloon::pure_core_tests::click_non_hit_returns_none,theme_split
input_events::balloon::tests::click_inactive_returns_none_even_inside_rect,input_events::balloon::pure_core_tests::click_inactive_returns_none_even_inside_rect,theme_split
input_events::balloon::tests::click_stale_coords_not_in_current_rows_returns_none,input_events::balloon::pure_core_tests::click_stale_coords_not_in_current_rows_returns_none,theme_split
input_events::balloon::tests::click_replaced_row_builds_from_current_not_cached,input_events::balloon::pure_core_tests::click_replaced_row_builds_from_current_not_cached,theme_split
input_events::balloon::tests::click_empty_references_transcribed_as_empty,input_events::balloon::pure_core_tests::click_empty_references_transcribed_as_empty,theme_split
input_events::balloon::tests::moved_tunnel_phase_is_noop_false,input_events::balloon::pointer_handler_tests::moved_tunnel_phase_is_noop_false,theme_split
input_events::balloon::tests::moved_emo2_absent_degrades_with_debug_not_error,input_events::balloon::pointer_handler_tests::moved_emo2_absent_degrades_with_debug_not_error,theme_split
input_events::balloon::tests::moved_balloon_wiring_absent_degrades_with_error,input_events::balloon::pointer_handler_tests::moved_balloon_wiring_absent_degrades_with_error,theme_split
input_events::balloon::tests::moved_missing_marker_errors_and_noop,input_events::balloon::pointer_handler_tests::moved_missing_marker_errors_and_noop,theme_split
input_events::balloon::tests::moved_active_choice_transition_injects_and_updates_own_state,input_events::balloon::pointer_handler_tests::moved_active_choice_transition_injects_and_updates_own_state,theme_split
input_events::balloon::tests::moved_inactive_with_prior_injection_resets_own_state_without_inject,input_events::balloon::pointer_handler_tests::moved_inactive_with_prior_injection_resets_own_state_without_inject,theme_split
input_events::balloon::tests::moved_inactive_no_prior_injection_is_full_noop,input_events::balloon::pointer_handler_tests::moved_inactive_no_prior_injection_is_full_noop,theme_split
input_events::balloon::tests::pressed_tunnel_phase_is_noop_false,input_events::balloon::pointer_handler_tests::pressed_tunnel_phase_is_noop_false,theme_split
input_events::balloon::tests::pressed_non_left_button_is_noop_false,input_events::balloon::pointer_handler_tests::pressed_non_left_button_is_noop_false,theme_split
input_events::balloon::tests::pressed_emo2_absent_degrades_with_debug_not_error,input_events::balloon::pointer_handler_tests::pressed_emo2_absent_degrades_with_debug_not_error,theme_split
input_events::balloon::tests::pressed_balloon_wiring_absent_degrades_with_error,input_events::balloon::pointer_handler_tests::pressed_balloon_wiring_absent_degrades_with_error,theme_split
input_events::balloon::tests::pressed_missing_marker_errors_and_noop,input_events::balloon::pointer_handler_tests::pressed_missing_marker_errors_and_noop,theme_split
input_events::balloon::tests::pressed_inactive_choice_rejected_with_reason_inactive,input_events::balloon::pointer_handler_tests::pressed_inactive_choice_rejected_with_reason_inactive,theme_split
input_events::balloon::tests::pressed_active_non_hit_rejected_with_reason_no_hit,input_events::balloon::pointer_handler_tests::pressed_active_non_hit_rejected_with_reason_no_hit,theme_split
input_events::balloon::tests::leave_balloon_owned_clears_hover_via_inject_none,input_events::balloon::leave_tests::leave_balloon_owned_clears_hover_via_inject_none,theme_split
input_events::balloon::tests::leave_balloon_owned_inactive_resets_own_state_without_inject,input_events::balloon::leave_tests::leave_balloon_owned_inactive_resets_own_state_without_inject,theme_split
input_events::balloon::tests::leave_non_balloon_window_is_ignored,input_events::balloon::leave_tests::leave_non_balloon_window_is_ignored,theme_split
input_events::balloon::tests::leave_no_marker_is_full_noop,input_events::balloon::leave_tests::leave_no_marker_is_full_noop,theme_split
input_events::balloon::tests::leave_emo2_absent_degrades_with_debug_and_leaves_hover,input_events::balloon::leave_tests::leave_emo2_absent_degrades_with_debug_and_leaves_hover,theme_split
input_events::balloon::tests::attach_installs_handlers_on_all_balloon_windows_and_leaves_char_unchanged,input_events::balloon::wiring_tests::attach_installs_handlers_on_all_balloon_windows_and_leaves_char_unchanged,theme_split
input_events::balloon::tests::wire_inserts_both_non_send_resources,input_events::balloon::wiring_tests::wire_inserts_both_non_send_resources,theme_split
input_events::balloon::tests::wire_registers_leave_system_into_input_schedule,input_events::balloon::wiring_tests::wire_registers_leave_system_into_input_schedule,theme_split
input_events::balloon::tests::registered_leave_system_runs_in_input_schedule_and_clears_balloon_hover,input_events::balloon::wiring_tests::registered_leave_system_runs_in_input_schedule_and_clears_balloon_hover,theme_split
input_events::balloon::tests::injected_pointer_sequence_hover_follows_then_click_issues_once_via_inbox,input_events::balloon::pass_through_tests::injected_pointer_sequence_hover_follows_then_click_issues_once_via_inbox,theme_split
input_events::balloon::tests::injected_non_hit_stale_and_inactive_clicks_issue_nothing_via_inbox,input_events::balloon::pass_through_tests::injected_non_hit_stale_and_inactive_clicks_issue_nothing_via_inbox,theme_split
input_events::balloon::tests::moved_tunnel_and_resource_degrade_are_side_effect_free,input_events::balloon::pointer_handler_tests::moved_tunnel_and_resource_degrade_are_side_effect_free,theme_split
input_events::balloon::tests::pressed_tunnel_and_resource_degrade_are_side_effect_free,input_events::balloon::pointer_handler_tests::pressed_tunnel_and_resource_degrade_are_side_effect_free,theme_split
emo2_boot::spine::spine_blink_smoke_send_tick_drives_loop_pattern_command,emo2_boot::spine::seriko_loop_tests::spine_blink_smoke_send_tick_drives_loop_pattern_command,theme_split
emo2_boot::spine::spine_dpi_change_during_live_seriko_loop_keeps_loop_progressing,emo2_boot::spine::seriko_loop_tests::spine_dpi_change_during_live_seriko_loop_keeps_loop_progressing,theme_split
emo2_boot::spine::spine_dpi_change_refreshes_balloon_text_scale_on_real_attach,emo2_boot::spine::text_scale_tests::spine_dpi_change_refreshes_balloon_text_scale_on_real_attach,theme_split
